2,3,4,5,6,7,8
1298,1232,1242,1244,1233,1328,1238
1447,1240,1318,1224,1241,1234,1340
1228,1224,1250,1235,1321,1236,1331
1246,1242,1342,1217,1237,1225,1232
1311,1706,1237,1223,1329,1245,1328
1256,1319,1280,1345,1316,1236,1252
1318,1232,1247,1245,1240,1232,1244
1230,1323,1355,1270,1236,1238,1248
1241,1241,1251,1324,1235,1346,1475
1252,1277,1229,1253,1243,1266,1244
